,TweetID,Labels,Targets
1614,1506061466201378816,Hate,Organisation
1615,1506061503576879108,Hate,Individual
1616,1506061524066054146,Hate,Community
1617,1506061547570966536,Hate,Community
1618,1506061572392685569,Hate,Community
1619,1506061578269073418,Hate,Community
1620,1506061587471347716,Hate,Organisation
1621,1506061606056202241,Hate,Community
1622,1506061614864285700,Hate,Organisation
1623,1506061637224071171,Hate,Individual
1624,1506061725392674816,Hate,Individual
1625,1506061725556166660,Hate,Organisation
1626,1506069810291040266,Hate,Individual
1627,1506069819422130178,Hate,Community
1628,1506069851810541568,Hate,Organisation
1629,1506069851969888257,Hate,Individual
1630,1506069889534078984,Hate,Organisation
1631,1506069904323055617,Hate,Individual
1632,1506069923805556737,Hate,Individual
1633,1506069926221860866,Hate,Community
1634,1506069934169763841,Hate,Community
1635,1506069941702770688,Hate,Community
1636,1506069947700719619,Hate,Community
1637,1506069952637325321,Hate,Individual
1638,1506069955590205442,Hate,Individual
1639,1506069962775044102,Hate,Organisation
1640,1506069985340366849,Hate,Individual
1641,1506070016726339586,Hate,Individual
1642,1506070056949764099,Hate,Organisation
1643,1506070090470465543,Hate,Organisation
1644,1506070090999025665,Hate,Individual
1645,1506070106064900101,Hate,Community
1646,1506070175871045632,Hate,Community
1647,1506070186717155331,Hate,Individual
1648,1506070251108278272,Hate,Individual
1649,1506070296201248769,Hate,Organisation
1650,1506070315260071944,Hate,Organisation
1651,1506080075078418432,Hate,Individual
1652,1506080088504344588,Hate,Individual
1653,1506080112944590850,Hate,Individual
1654,1506080115561844740,Hate,Community
1655,1506080189985525763,Hate,Individual
1656,1506080256532299783,Hate,Organisation
1657,1506080309611270144,Hate,Organisation
1658,1506080333887909888,Hate,Individual
1659,1506080352217014276,Hate,Individual
1660,1506080364183232527,Hate,Individual
1661,1506080379727491080,Hate,Organisation
1662,1506080389630156802,Hate,Community
1663,1506080390892728329,Hate,Individual
1664,1506080455577292800,Hate,Individual
1665,1506080464787886080,Hate,Individual
1666,1506089433770172420,Hate,Individual
1667,1506089457707016200,Hate,Individual
1668,1506089475289583619,Hate,Community
1669,1506089568797298690,Hate,Organisation
1670,1506089569841725450,Hate,Individual
1671,1506089577588604934,Hate,Individual
1672,1506089582630158343,Hate,Organisation
1673,1506089607712034819,Hate,Individual
1674,1506089610077773824,Hate,Individual
1675,1506089627807281154,Hate,Individual
1676,1506089639777427457,Hate,Individual
1677,1506089767406125062,Hate,Community
1678,1506089772824948736,Hate,Community
1679,1506089793268207619,Hate,Individual
1680,1506089829863505927,Hate,Individual
1681,1506089852529524745,Hate,Community
1682,1506089892169801738,Hate,Individual
1683,1506089900944379908,Hate,Individual
1684,1506089943357083648,Hate,Community
1685,1506099271573159943,Hate,Community
1686,1506099283828912129,Hate,Individual
1687,1506099296256602114,Hate,Community
1688,1506099308420083714,Hate,Community
1689,1506099309338513414,Hate,Community
1690,1506099364179156994,Hate,Organisation
1691,1506099364325822464,Hate,Individual
1692,1506099367710760962,Hate,Individual
1693,1506099409930575875,Hate,Individual
1694,1506099415953543168,Hate,Individual
1695,1506099479350550531,Hate,Individual
1696,1506099497645993984,Hate,Community
1697,1506099559881232389,Hate,Individual
1698,1506099581729361922,Hate,Individual
1699,1506099602373627905,Hate,Community
1700,1506099615220699136,Hate,Organisation
1701,1506099623378702341,Hate,Individual
1702,1506099656782237700,Hate,Individual
1703,1506099666395488258,Hate,Individual
1704,1506099687018975240,Hate,Individual
1705,1506099743814045698,Hate,Individual
1706,1506108792554983428,Hate,Community
1707,1506108811676987395,Hate,Community
1708,1506108836779892740,Hate,Organisation
1709,1506108884980707332,Hate,Individual
1710,1506108908095488007,Hate,Organisation
1711,1506108952353783812,Hate,Organisation
1712,1506108959677157376,Hate,Individual
1713,1506108978106937357,Hate,Individual
1714,1506109016195440643,Hate,Organisation
1715,1506109054883667970,Hate,Individual
1716,1506109140434919437,Hate,Individual
1717,1506109271867596805,Hate,Organisation
1718,1506109305459728384,Hate,Individual
1719,1506109317250187267,Hate,Individual
1720,1506109348048564225,Hate,Community
1721,1506109365094273025,Hate,Community
1722,1506109413798596610,Hate,Community
1723,1506109439769776129,Hate,Individual
1724,1506109458732453892,Hate,Individual
1725,1506109458740654081,Hate,Community
1726,1506120360378335239,Hate,Organisation
1727,1506120385414135811,Hate,Organisation
1728,1506120399326695426,Hate,Organisation
1729,1506120520051400705,Hate,Individual
1730,1506120559460962310,Hate,Organisation
1731,1506120701463433216,Hate,Community
1732,1506120730307485696,Hate,Organisation
1733,1506120737689681921,Hate,Individual
1734,1506120741648945156,Hate,Individual
1735,1506120794824347650,Hate,Individual
1736,1506120803435393027,Hate,Organisation
1737,1506120835962064897,Hate,Individual
1738,1506120932011622400,Hate,Community
1739,1506130678907293696,Hate,Individual
1740,1506130705692078087,Hate,Individual
1741,1506130713434861569,Hate,Individual
1742,1506130722385506309,Hate,Organisation
1743,1506130785018986501,Hate,Individual
1744,1506130810659041286,Hate,Community
1745,1506130847648395270,Hate,Community
1746,1506130879407697924,Hate,Individual
1747,1506130889494958081,Hate,Community
1748,1506130906318319618,Hate,Individual
1749,1506130969698390021,Hate,Community
1750,1506130970445062155,Hate,Individual
1751,1506131023213568004,Hate,Organisation
1752,1506131042499018762,Hate,Organisation
1753,1506131076879728640,Hate,Organisation
1754,1506131095942795266,Hate,Individual
1755,1506131096492072962,Hate,Community
1756,1506131127487979533,Hate,Organisation
1757,1506131152461045762,Hate,Community
1758,1506131221973143558,Hate,Individual
1759,1506131285231607809,Hate,Individual
1760,1506131285382684678,Hate,Individual
1761,1506131364717998082,Hate,Organisation
1762,1506131411719401472,Hate,Individual
1763,1506141442368245763,Hate,Organisation
1764,1506141449229897729,Hate,Individual
1765,1506141560047558656,Hate,Organisation
1766,1506141569388273666,Hate,Individual
1767,1506141615362289664,Hate,Community
1768,1506141730680160260,Hate,Organisation
1769,1506141799546597378,Hate,Individual
1770,1506141855267840007,Hate,Organisation
1771,1506141867808854022,Hate,Organisation
1772,1506141873408294915,Hate,Individual
1773,1506141878311264260,Hate,Individual
1774,1506141906056593410,Hate,Organisation
1775,1506141919876947968,Hate,Individual
1776,1506141937002332162,Hate,Organisation
1777,1506142027381104642,Hate,Individual
1778,1506142042564358145,Hate,Organisation
1779,1506424624145387526,Hate,Community
1780,1506424639546871808,Hate,Organisation
1781,1506424664427401216,Hate,Organisation
1782,1506424669993566208,Hate,Organisation
1783,1506424721734254603,Hate,Individual
1784,1506424747713826822,Hate,Community
1785,1506424785269624832,Hate,Individual
1786,1506424816512950280,Hate,Community
1787,1506424819281244165,Hate,Individual
1788,1506424831117606912,Hate,Individual
1789,1506424841053868034,Hate,Organisation
1790,1506424851124441095,Hate,Individual
1791,1506424898620731392,Hate,Organisation
1792,1506424920187625472,Hate,Individual
1793,1506424940710580228,Hate,Organisation
1794,1506424954295881733,Hate,Individual
1795,1506425022696636421,Hate,Organisation
1796,1506425109011218437,Hate,Individual
1797,1506425117731135489,Hate,Individual
1798,1506425119333359617,Hate,Organisation
1799,1506425128179089410,Hate,Individual
1800,1506425173033078785,Hate,Individual
1801,1506435074782380034,Hate,Individual
1802,1506435093136490498,Hate,Community
1803,1506435145213128704,Hate,Individual
1804,1506435192906465283,Hate,Individual
1805,1506435286938660870,Hate,Individual
1806,1506435328390877187,Hate,Individual
1807,1506435350469787650,Hate,Community
1808,1506435386452586497,Hate,Individual
1809,1506435414902685699,Hate,Community
1810,1506435446938771461,Hate,Organisation
1811,1506435464299003915,Hate,Individual
1812,1506435468795297792,Hate,Organisation
1813,1506435512738803714,Hate,Individual
1814,1506435517256245264,Hate,Individual
1815,1506435535660855302,Hate,Individual
1816,1506435565843005440,Hate,Community
1817,1506435568338710532,Hate,Community
1818,1506435644213575687,Hate,Individual
1819,1506435656922198020,Hate,Individual
1820,1506435657933107201,Hate,Individual
1821,1506435697640583168,Hate,Organisation
1822,1506435714023665664,Hate,Community
1823,1506435718586908677,Hate,Individual
1824,1506435804427657216,Hate,Individual
1825,1506446635345268737,Hate,Organisation
1826,1506446680232710145,Hate,Community
1827,1506446731247960069,Hate,Organisation
1828,1506446793311203331,Hate,Community
1829,1506446845429624836,Hate,Individual
1830,1506446858171858944,Hate,Community
1831,1506446869295255554,Hate,Individual
1832,1506446947728695305,Hate,Community
1833,1506446948966055945,Hate,Individual
1834,1506447030423543808,Hate,Individual
1835,1506447042591305728,Hate,Community
1836,1506447072559513601,Hate,Community
1837,1506447088455987206,Hate,Community
1838,1506447105665163269,Hate,Individual
1839,1506447105812049934,Hate,Individual
1840,1506447141467836423,Hate,Individual
1841,1506447150275735555,Hate,Community
1842,1506447191887564802,Hate,Community
1843,1506447216138928139,Hate,Community
1844,1506447231230136320,Hate,Individual
1845,1506447239237017604,Hate,Organisation
1846,1506447342945378312,Hate,Organisation
1847,1506447363077935105,Hate,Community
1848,1506447381205725186,Hate,Individual
1849,1506447388629741571,Hate,Organisation
1850,1506447390710145026,Hate,Individual
1851,1506458872634126341,Hate,Individual
1852,1506458927688527872,Hate,Organisation
1853,1506458993115504650,Hate,Community
1854,1506459192688881671,Hate,Individual
1855,1506459246258438144,Hate,Individual
1856,1506459262410956803,Hate,Individual
1857,1506459316928544776,Hate,Community
1858,1506459419973890059,Hate,Individual
1859,1506459525532065794,Hate,Individual
1860,1506459529399369728,Hate,Individual
1861,1506459786111561729,Hate,Organisation
1862,1506471291804692481,Hate,Organisation
1863,1506471379830702081,Hate,Community
1864,1506471484910292994,Hate,Individual
1865,1506471486609051651,Hate,Individual
1866,1506471513909780486,Hate,Organisation
1867,1506471544574386182,Hate,Community
1868,1506471660609703939,Hate,Individual
1869,1506471729136226305,Hate,Organisation
1870,1506471739840102403,Hate,Individual
1871,1506471751546544128,Hate,Individual
1872,1506471805955026949,Hate,Individual
1873,1506471884807761922,Hate,Community
1874,1506471897382498312,Hate,Organisation
1875,1506471915971567617,Hate,Organisation
1876,1506471944304136196,Hate,Individual
1877,1506472057827209221,Hate,Individual
1878,1506472141310541825,Hate,Individual
1879,1506472171253735428,Hate,Community
1880,1506472179092770817,Hate,Organisation
1881,1506472285271883777,Hate,Organisation
1882,1506484650943733763,Hate,Individual
1883,1506484780296142850,Hate,Community
1884,1506484865868390405,Hate,Community
1885,1506484909854056450,Hate,Individual
1886,1506484984395218949,Hate,Individual
1887,1506485040770961413,Hate,Individual
1888,1506485091593121793,Hate,Individual
1889,1506485105396617224,Hate,Community
1890,1506485123575054341,Hate,Organisation
1891,1506485169758392320,Hate,Individual
1892,1506485171842740229,Hate,Individual
1893,1506485220274368512,Hate,Individual
1894,1506485285823074310,Hate,Organisation
1895,1506485285919817728,Hate,Organisation
1896,1506485433768816645,Hate,Individual
1897,1506485470733213703,Hate,Individual
1898,1506485502878396421,Hate,Individual
1899,1506485522817986563,Hate,Community
1900,1506485619597447170,Hate,Individual
1901,1506485643123179523,Hate,Individual
1902,1506485662031228931,Hate,Individual
1903,1506485703609225219,Hate,Individual
1904,1506485739931983874,Hate,Community
1905,1506498175791939590,Hate,Community
1906,1506498294352343045,Hate,Individual
1907,1506498443870621697,Hate,Individual
1908,1506498526028566534,Hate,Community
1909,1506498537651064839,Hate,Individual
1910,1506498625941082112,Hate,Community
1911,1506498699228114947,Hate,Community
1912,1506498774277173252,Hate,Organisation
1913,1506498922532982788,Hate,Community
1914,1506498972827152391,Hate,Community
1915,1506499110962085889,Hate,Community
1916,1506499117563973632,Hate,Community
1917,1506499125470183431,Hate,Organisation
1918,1506511030549057540,Hate,Organisation
1919,1506511065156366337,Hate,Individual
1920,1506511134534385664,Hate,Community
1921,1506511215996116992,Hate,Community
1922,1506511222505672704,Hate,Community
1923,1506511229791182853,Hate,Individual
1924,1506511245045866496,Hate,Organisation
1925,1506511264771502080,Hate,Individual
1926,1506511272963096576,Hate,Organisation
1927,1506511306655993856,Hate,Community
1928,1506511314541322243,Hate,Individual
1929,1506511320543244289,Hate,Individual
1930,1506511321512173578,Hate,Community
1931,1506511480765747211,Hate,Community
1932,1506511613788008450,Hate,Organisation
1933,1506511671132631044,Hate,Community
1934,1506511714707251200,Hate,Individual
1935,1506522391954046977,Hate,Organisation
1936,1506522433905377280,Hate,Organisation
1937,1506522480671957001,Hate,Community
1938,1506522490931134466,Hate,Community
1939,1506522611110621190,Hate,Organisation
1940,1506522692635308033,Hate,Community
1941,1506522947825147905,Hate,Organisation
1942,1506532505926746113,Hate,Organisation
1943,1506532521797955592,Hate,Organisation
1944,1506532563162210309,Hate,Individual
1945,1506532563178860544,Hate,Individual
1946,1506532572276264961,Hate,Community
1947,1506532602009821187,Hate,Individual
1948,1506532625216901122,Hate,Organisation
1949,1506532758214094852,Hate,Organisation
1950,1506532820780474373,Hate,Organisation
1951,1506532842079203331,Hate,Organisation
1952,1506532870151680015,Hate,Community
1953,1506532884022185987,Hate,Individual
1954,1506533078189096964,Hate,Individual
1955,1506542616199974912,Hate,Community
1956,1506542676191162368,Hate,Community
1957,1506542841392250884,Hate,Individual
1958,1506542976121589769,Hate,Individual
1959,1506543015074181121,Hate,Organisation
1960,1506543022581993473,Hate,Community
1961,1506543159584735236,Hate,Individual
1962,1506543169449693184,Hate,Individual
1963,1506552786913218568,Hate,Community
1964,1506782851701821443,Hate,Individual
1965,1506782854398676992,Hate,Individual
1966,1506782884849328129,Hate,Individual
1967,1506782906642882561,Hate,Community
1968,1506782914129891332,Hate,Individual
1969,1506782922434617357,Hate,Individual
1970,1506782959973826561,Hate,Individual
1971,1506795228472111104,Hate,Individual
1972,1506795234663051271,Hate,Community
1973,1506795270532902914,Hate,Organisation
1974,1506795287712612352,Hate,Community
1975,1506795312878399490,Hate,Community
1976,1506795327143264258,Hate,Individual
1977,1506795347892310026,Hate,Organisation
1978,1506795349222084609,Hate,Individual
1979,1506795363079970817,Hate,Individual
1980,1506795393438281728,Hate,Individual
1981,1506795505854128137,Hate,Community
1982,1506795514972590083,Hate,Community
1983,1506795560807944207,Hate,Individual
1984,1506795563064438790,Hate,Individual
1985,1506795597420015619,Hate,Community
1986,1506795605842030592,Hate,Individual
1987,1506795673156558849,Hate,Individual
1988,1506795734514995207,Hate,Individual
1989,1506795781335965699,Hate,Community
1990,1506804677085650953,Hate,Community
1991,1506804776155058176,Hate,Community
1992,1506804845415919620,Hate,Individual
1993,1506804956833239044,Hate,Individual
1994,1506804984817455106,Hate,Individual
1995,1506804993047023617,Hate,Organisation
1996,1506805101465329667,Hate,Organisation
1997,1506805103147290624,Hate,Organisation
1998,1506805122046824452,Hate,Individual
1999,1506813627629715460,Hate,Individual
2000,1506813633686290439,Hate,Individual
2001,1506813700186935297,Hate,Individual
2002,1506813767014916096,Hate,Organisation
2003,1506813805237608450,Hate,Individual
2004,1506813858631061510,Hate,Individual
2005,1506813889069019136,Hate,Individual
2006,1506813917049335814,Hate,Organisation
2007,1506813943465103361,Hate,Individual
2008,1506813979787939843,Hate,Organisation
2009,1506814034133364738,Hate,Individual
2010,1506814081990213635,Hate,Individual
2011,1506821780303982593,Hate,Organisation
2012,1506821837124120583,Hate,Individual
2013,1506821843235315722,Hate,Individual
2014,1506821877041287168,Hate,Individual
2015,1506821954753507329,Hate,Individual
2016,1506821977272569858,Hate,Organisation
2017,1506822000408514561,Hate,Community
2018,1506822019345788929,Hate,Organisation
2019,1506822091470884866,Hate,Community
2020,1506822218205990913,Hate,Community
2021,1506822280986476544,Hate,Individual
2022,1506822295167410186,Hate,Individual
2023,1506822299844059141,Hate,Individual
2024,1506822332916060160,Hate,Individual
2025,1506822405033013248,Hate,Organisation
2026,1506822423970209798,Hate,Individual
2027,1506822435810996224,Hate,Individual
2028,1506822460972302336,Hate,Individual
2029,1506822507248168963,Hate,Organisation
2030,1506822535169691648,Hate,Individual
2031,1506833486279323654,Hate,Organisation
2032,1506833537483350022,Hate,Organisation
2033,1506833539064598540,Hate,Organisation
2034,1506833543896477697,Hate,Organisation
2035,1506833573118038019,Hate,Individual
2036,1506833739791233026,Hate,Community
2037,1506833824843505670,Hate,Individual
2038,1506833914559889409,Hate,Individual
2039,1506833977956577281,Hate,Individual
2040,1506834128377085953,Hate,Community
2041,1506834201349222401,Hate,Organisation
2042,1506834206353207296,Hate,Community
2043,1506834273432584196,Hate,Individual
2044,1506834278063108096,Hate,Community
2045,1506844840805675012,Hate,Individual
2046,1506844842055241733,Hate,Community
2047,1506844849835843586,Hate,Individual
2048,1506844904906919942,Hate,Organisation
2049,1506844977199988737,Hate,Individual
2050,1506845012222361604,Hate,Individual
2051,1506845023391784960,Hate,Organisation
2052,1506845025442873345,Hate,Community
2053,1506845084515549187,Hate,Community
2054,1506845142996684804,Hate,Individual
2055,1506845214635433987,Hate,Individual
2056,1506845532249104386,Hate,Individual
2057,1506845573302915074,Hate,Individual
2058,1506845600087740423,Hate,Individual
2059,1506845715095441411,Hate,Organisation
2060,1506857029436157957,Hate,Individual
2061,1506857096502992897,Hate,Individual
2062,1506857119563550724,Hate,Organisation
2063,1506857148537573377,Hate,Organisation
2064,1506857152475975680,Hate,Organisation
2065,1506857260378640386,Hate,Individual
2066,1506857314720141312,Hate,Organisation
2067,1506857408102076418,Hate,Individual
2068,1506857461839712256,Hate,Individual
2069,1506857490553745408,Hate,Organisation
2070,1506857516772339713,Hate,Organisation
2071,1506857609738956803,Hate,Individual
2072,1506857621432774658,Hate,Organisation
2073,1506857726957162497,Hate,Individual
2074,1506869454227095555,Hate,Community
2075,1506869488041431043,Hate,Individual
2076,1506869504235778049,Hate,Individual
2077,1506869587010224129,Hate,Organisation
2078,1506869599429545989,Hate,Individual
2079,1506869682699132929,Hate,Community
2080,1506869763275997186,Hate,Individual
2081,1506869818921992195,Hate,Individual
2082,1506869837288681473,Hate,Community
2083,1506869868376825858,Hate,Community
2084,1506869870691950594,Hate,Individual
2085,1506869899813130242,Hate,Organisation
2086,1506870027953352704,Hate,Community
2087,1506870048635379712,Hate,Individual
2088,1506880385099182083,Hate,Individual
2089,1506880431953752066,Hate,Individual
2090,1506880568856027136,Hate,Individual
2091,1506880593669550084,Hate,Individual
2092,1506880813274652672,Hate,Organisation
2093,1506880939011579907,Hate,Organisation
2094,1506880984079286272,Hate,Individual
2095,1506890179860127749,Hate,Individual
2096,1506890234167975939,Hate,Organisation
2097,1506890246016933893,Hate,Individual
2098,1506890262185926658,Hate,Organisation
2099,1506890280196321280,Hate,Individual
2100,1506890416888684545,Hate,Organisation
2101,1506890579644354562,Hate,Individual
2102,1506890633117671427,Hate,Community
2103,1506899262185123846,Hate,Individual
2104,1506899274050772997,Hate,Individual
2105,1506899365553709058,Hate,Organisation
2106,1506899391218651139,Hate,Individual
2107,1506899422067757056,Hate,Organisation
2108,1506899434860433410,Hate,Community
2109,1506899494943739906,Hate,Individual
2110,1506899500236828677,Hate,Individual
2111,1506899525742518275,Hate,Organisation
2112,1506899581937856512,Hate,Community
2113,1506899601839824899,Hate,Individual
2114,1506899621510979586,Hate,Community
2115,1506899625567006721,Hate,Individual
2116,1506899627156639753,Hate,Individual
2117,1507146202562932743,Hate,Community
2118,1507146207453405185,Hate,Individual
2119,1507146221005070340,Hate,Individual
2120,1507146226386546693,Hate,Individual
2121,1507146253074944003,Hate,Individual
2122,1507146291566071810,Hate,Organisation
2123,1507146305629528068,Hate,Organisation
2124,1507146313393078291,Hate,Individual
2125,1507146345873825796,Hate,Organisation
2126,1507146422877134849,Hate,Individual
2127,1507146437582376971,Hate,Individual
2128,1507146469630955521,Hate,Community
2129,1507146489398984707,Hate,Community
2130,1507146490241863689,Hate,Individual
2131,1507146492267704320,Hate,Organisation
2132,1507146509770539015,Hate,Organisation
2133,1507146530599452672,Hate,Community
2134,1507146552569212937,Hate,Organisation
2135,1507146574190854145,Hate,Individual
2136,1507146602103947265,Hate,Organisation
2137,1507146605761286145,Hate,Community
2138,1507146622462951434,Hate,Organisation
2139,1507146656919461889,Hate,Organisation
2140,1507146662250225666,Hate,Community
2141,1507146740633378818,Hate,Organisation
2142,1507156314207649803,Hate,Individual
2143,1507156327499538436,Hate,Individual
2144,1507156352271065091,Hate,Organisation
2145,1507156353688784898,Hate,Individual
2146,1507156371862552586,Hate,Community
2147,1507156396709711873,Hate,Community
2148,1507156404666204176,Hate,Community
2149,1507156412064956427,Hate,Individual
2150,1507156454947569668,Hate,Organisation
2151,1507156456516329475,Hate,Individual
2152,1507156465827598342,Hate,Individual
2153,1507156470936358914,Hate,Individual
2154,1507156476623683617,Hate,Individual
2155,1507156513323831297,Hate,Individual
2156,1507156513852325891,Hate,Organisation
2157,1507156523155292178,Hate,Individual
2158,1507156529987964934,Hate,Organisation
2159,1507156559373107219,Hate,Individual
2160,1507156559935246339,Hate,Organisation
2161,1507156576074829824,Hate,Individual
2162,1507156580340576260,Hate,Individual
2163,1507156614075219972,Hate,Individual
2164,1507156626469437449,Hate,Individual
2165,1507156632580599809,Hate,Individual
2166,1507156716646973449,Hate,Individual
2167,1507156721348849664,Hate,Community
2168,1507156738147033091,Hate,Community
2169,1507156757306658823,Hate,Individual
2170,1507156825854017541,Hate,Organisation
2171,1507156829956046874,Hate,Individual
2172,1507156869105786886,Hate,Individual
2173,1507156882036776960,Hate,Individual
2174,1507166393200005120,Hate,Individual
2175,1507166393459953664,Hate,Community
2176,1507166460669571078,Hate,Individual
2177,1507166512330821636,Hate,Individual
2178,1507166516629979138,Hate,Organisation
2179,1507166530810875906,Hate,Individual
2180,1507166532920610826,Hate,Individual
2181,1507166533398769669,Hate,Community
2182,1507166556199043075,Hate,Individual
2183,1507166558845558784,Hate,Organisation
2184,1507166559369940994,Hate,Individual
2185,1507166563962654725,Hate,Organisation
2186,1507166707101716485,Hate,Individual
2187,1507166714655555597,Hate,Organisation
2188,1507166766073479207,Hate,Individual
2189,1507166838907568129,Hate,Individual
2190,1507166896193372175,Hate,Individual
2191,1507166896638111745,Hate,Individual
2192,1507166903533404176,Hate,Individual
2193,1507166940229423105,Hate,Individual
2194,1507166970562682887,Hate,Organisation
2195,1507167000937725978,Hate,Organisation
2196,1507167013961039893,Hate,Community
2197,1507177330686504971,Hate,Individual
2198,1507177466913345540,Hate,Individual
2199,1507177478192005124,Hate,Organisation
2200,1507177499654033412,Hate,Individual
2201,1507177514082476045,Hate,Individual
2202,1507177545460031492,Hate,Individual
2203,1507177545648717827,Hate,Community
2204,1507177561117310981,Hate,Individual
2205,1507177583384924162,Hate,Community
2206,1507177597897224195,Hate,Individual
2207,1507177673222721539,Hate,Individual
2208,1507177705065926656,Hate,Organisation
2209,1507177732924485634,Hate,Organisation
2210,1507177736355430402,Hate,Community
2211,1507177800431816705,Hate,Individual
2212,1507177831385640964,Hate,Individual
2213,1507177869059010560,Hate,Individual
2214,1507177881050394626,Hate,Organisation
2215,1507177899350241282,Hate,Organisation
2216,1507177940525662211,Hate,Individual
2217,1507177968237363204,Hate,Individual
2218,1507177979893407747,Hate,Organisation
2219,1507178027439955970,Hate,Individual
2220,1507178028719345665,Hate,Organisation
2221,1507188746541744128,Hate,Individual
2222,1507188761523888129,Hate,Organisation
2223,1507188791005618177,Hate,Community
2224,1507188843623165959,Hate,Individual
2225,1507188899201929219,Hate,Community
2226,1507188908135796744,Hate,Individual
2227,1507189065640300544,Hate,Individual
2228,1507189157856260102,Hate,Community
2229,1507189204505178117,Hate,Individual
2230,1507189213904658439,Hate,Individual
2231,1507189246834413570,Hate,Community
2232,1507189299388723209,Hate,Organisation
2233,1507189308926697473,Hate,Organisation
2234,1507189313712369665,Hate,Organisation
2235,1507189332452409349,Hate,Community
2236,1507189339864051712,Hate,Community
2237,1507189353323417601,Hate,Individual
2238,1507189357299773440,Hate,Individual
2239,1507189412609765399,Hate,Organisation
2240,1507189437964472324,Hate,Community
2241,1507189438568357897,Hate,Organisation
2242,1507189443819581446,Hate,Individual
2243,1507189446092939272,Hate,Community
2244,1507189468377370629,Hate,Organisation
2245,1507189471657218054,Hate,Community
2246,1507200729575919624,Hate,Individual
2247,1507200770650910728,Hate,Individual
2248,1507200819401220100,Hate,Organisation
2249,1507200870882103296,Hate,Individual
2250,1507200906718285825,Hate,Organisation
2251,1507200931234000898,Hate,Individual
2252,1507200962988978179,Hate,Individual
2253,1507200990692397057,Hate,Organisation
2254,1507200997634056193,Hate,Individual
2255,1507201092857311232,Hate,Individual
2256,1507201122599149568,Hate,Individual
2257,1507201133671960577,Hate,Individual
2258,1507201166203138052,Hate,Organisation
2259,1507201179117252611,Hate,Organisation
2260,1507201182816784386,Hate,Organisation
2261,1507201238244503554,Hate,Individual
2262,1507201241868238851,Hate,Organisation
2263,1507201253192847365,Hate,Individual
2264,1507201440502063106,Hate,Individual
2265,1507201451466047493,Hate,Individual
2266,1507201594965721090,Hate,Community
2267,1507201670706434051,Hate,Organisation
2268,1507213224298655752,Hate,Individual
2269,1507213259413327872,Hate,Community
2270,1507213353764237315,Hate,Community
2271,1507213362673090562,Hate,Community
2272,1507213388229021701,Hate,Organisation
2273,1507213411469312002,Hate,Community
2274,1507213426757677060,Hate,Individual
2275,1507213452007419910,Hate,Individual
2276,1507213481187024897,Hate,Community
2277,1507213489336725505,Hate,Organisation
2278,1507213507451838464,Hate,Community
2279,1507213574103461892,Hate,Individual
2280,1507213663454867458,Hate,Organisation
2281,1507213683453177856,Hate,Organisation
2282,1507213761492529164,Hate,Community
2283,1507213961757868033,Hate,Individual
2284,1507213966141009939,Hate,Community
2285,1507213967390699523,Hate,Community
2286,1507214014136344577,Hate,Organisation
2287,1507214031353831425,Hate,Organisation
2288,1507214043936792579,Hate,Individual
2289,1507214047355314178,Hate,Individual
2290,1507214142578602010,Hate,Individual
2291,1507214196265873408,Hate,Individual
2292,1507214221544726528,Hate,Community
2293,1507214226649059335,Hate,Individual
2294,1507214259633238032,Hate,Individual
2295,1507226057019207703,Hate,Community
2296,1507226204419420160,Hate,Community
2297,1507226278838951947,Hate,Individual
2298,1507226294353899572,Hate,Individual
2299,1507226294802690048,Hate,Organisation
2300,1507226452579823641,Hate,Individual
2301,1507226503892807684,Hate,Community
2302,1507226530824564786,Hate,Individual
2303,1507226779039281182,Hate,Organisation
2304,1507226797469052942,Hate,Individual
2305,1507226832151609346,Hate,Individual
2306,1507226835918237719,Hate,Individual
2307,1507226870093586433,Hate,Organisation
2308,1507238275710435330,Hate,Community
2309,1507238371449622529,Hate,Organisation
2310,1507513132452880386,Hate,Community
2311,1507513135581773834,Hate,Individual
2312,1507513135707602944,Hate,Individual
2313,1507513148739358720,Hate,Individual
2314,1507513174437863438,Hate,Organisation
2315,1507513239730491396,Hate,Individual
2316,1507513240829538309,Hate,Individual
2317,1507513316297646084,Hate,Community
2318,1507513316721184769,Hate,Individual
2319,1507513345766744070,Hate,Organisation
2320,1507513347947782148,Hate,Individual
2321,1507513420307857409,Hate,Individual
2322,1507513429963071490,Hate,Community
2323,1507513573576220675,Hate,Individual
2324,1507513584225509383,Hate,Individual
2325,1507513588495257602,Hate,Organisation
2326,1507513617528328194,Hate,Individual
2327,1507513622548856835,Hate,Individual
2328,1507513668606509063,Hate,Organisation
2329,1507513692606316545,Hate,Individual
2330,1507513726974541829,Hate,Community
2331,1507523456551825419,Hate,Individual
2332,1507523480409018371,Hate,Individual
2333,1507523490529767431,Hate,Individual
2334,1507523504220123144,Hate,Individual
2335,1507523588173144064,Hate,Individual
2336,1507523614056271872,Hate,Organisation
2337,1507523687435710465,Hate,Individual
2338,1507523790812721153,Hate,Individual
2339,1507523857208422400,Hate,Individual
2340,1507523888967827456,Hate,Individual
2341,1507523939584868356,Hate,Individual
2342,1507523957578162180,Hate,Organisation
2343,1507523973122248708,Hate,Individual
2344,1507523993892491270,Hate,Individual
2345,1507524050276741121,Hate,Organisation
2346,1507524053539635202,Hate,Individual
2347,1507524054038851588,Hate,Individual
2348,1507534572099100677,Hate,Individual
