TweetID,Labels,Targets
1501377945386029056,Non-Hate,
1501377963283161088,Non-Hate,
1501378007428067329,Non-Hate,
1501378020518641682,Non-Hate,
1501378023672668165,Non-Hate,
1501378042190450695,Non-Hate,
1501378049983410179,Non-Hate,
1501378057520615426,Non-Hate,
1501378059584393216,Non-Hate,
1501378074557878277,Non-Hate,
1501378074595651587,Non-Hate,
1501378074709053444,Non-Hate,
1501378086952181766,Non-Hate,
1501378108775096325,Non-Hate,
1501378111404978177,Non-Hate,
1501378125992796162,Non-Hate,
1501378147270410249,Non-Hate,
1501378153616326656,Non-Hate,
1501378170540343298,Non-Hate,
1501378171903651840,Non-Hate,
1501378172293636098,Non-Hate,
1501378178534805504,Non-Hate,
1501378230225231876,Non-Hate,
1501378247791366144,Non-Hate,
1501378249292582920,Non-Hate,
1501378262592737280,Non-Hate,
1501378275867865090,Non-Hate,
1501378283342114831,Non-Hate,
1501378321736617985,Non-Hate,
1501378325671038977,Non-Hate,
1501378341479190528,Non-Hate,
1501378347636600838,Non-Hate,
1501378359678361602,Non-Hate,
1501378371632119811,Non-Hate,
1501378376396771336,Non-Hate,
1501386971238838279,Non-Hate,
1501386983335149569,Non-Hate,
1501386986568830978,Non-Hate,
1501386996115283975,Non-Hate,
1501386996916187141,Non-Hate,
1501387012045041665,Non-Hate,
1501387047415672832,Non-Hate,
1501387057523945479,Non-Hate,
1501387068068577284,Non-Hate,
1501387097781022722,Non-Hate,
1501387108392620048,Non-Hate,
1501387150260117504,Non-Hate,
1501387169377648643,Non-Hate,
1501387193931104257,Non-Hate,
1501387197349601284,Non-Hate,
1501387198335107077,Non-Hate,
1501387213015240715,Non-Hate,
1501387293919121415,Non-Hate,
1501387294921662464,Non-Hate,
1501387306816598016,Non-Hate,
1501387328102801415,Non-Hate,
1501387341495218178,Non-Hate,
1501387369651523585,Non-Hate,
1501387370431614977,Non-Hate,
1501387378535112714,Non-Hate,
1501387381240385545,Non-Hate,
1501387403151380483,Non-Hate,
1501396455877013504,Non-Hate,
1501396458418978819,Non-Hate,
1501396461556174848,Non-Hate,
1501396462734741506,Non-Hate,
1501396484301991948,Non-Hate,
1501396512013975554,Non-Hate,
1501396512273797120,Non-Hate,
1501396542669864969,Non-Hate,
1501396559925288963,Non-Hate,
1501396616892272641,Non-Hate,
1501396620423925762,Non-Hate,
1501396621124423698,Non-Hate,
1501396643790213123,Non-Hate,
1501396660898840578,Non-Hate,
1501396668725739520,Non-Hate,
1501396671820972042,Non-Hate,
1501396676275322887,Non-Hate,
1501396689978023936,Non-Hate,
1501396701340266497,Non-Hate,
1501396707317366795,Non-Hate,
1501396721603166209,Non-Hate,
1501396721741746177,Non-Hate,
1501396726128721921,Non-Hate,
1501396743459459072,Non-Hate,
1501396754918379522,Non-Hate,
1501396772610060290,Non-Hate,
1501396806952894465,Non-Hate,
1501396814976761870,Non-Hate,
1501396815681400834,Non-Hate,
1501396818177015814,Non-Hate,
1501396823516192769,Non-Hate,
1501396849030275080,Non-Hate,
1501396853325135876,Non-Hate,
1501396873067831302,Non-Hate,
1501405804142145537,Non-Hate,
1501405810970304512,Non-Hate,
1501405813004513288,Non-Hate,
1501405819744698377,Non-Hate,
1501405858038751235,Non-Hate,
1501405871074516994,Non-Hate,
1501405874354593794,Non-Hate,
1501405879698014211,Non-Hate,
1501405916071178242,Non-Hate,
1501405936195280899,Non-Hate,
1501405949864529922,Non-Hate,
1501405953232568326,Non-Hate,
1501405964188233728,Non-Hate,
1501405989161086980,Non-Hate,
1501406008027013129,Non-Hate,
1501406056802820096,Non-Hate,
1501406075609829377,Non-Hate,
1501406095314919426,Non-Hate,
1501406106777751559,Non-Hate,
1501406154555023362,Non-Hate,
1501406156316684289,Non-Hate,
1501406161211633665,Non-Hate,
1501406173093896196,Non-Hate,
1501406193142489097,Non-Hate,
1501406225963302912,Non-Hate,
1501406231491194883,Non-Hate,
1501406239837671424,Non-Hate,
1501415361299812361,Non-Hate,
1501415370015576072,Non-Hate,
1501415371802296329,Non-Hate,
1501415383303024640,Non-Hate,
1501415392450945024,Non-Hate,
1501415418711482375,Non-Hate,
1501415438898528257,Non-Hate,
1501415513771155458,Non-Hate,
1501415522088464387,Non-Hate,
1501415526215532545,Non-Hate,
1501415540489068545,Non-Hate,
1501415634319646722,Non-Hate,
1501415668226281472,Non-Hate,
1501415674358673418,Non-Hate,
1501415675738439682,Non-Hate,
1501415693496963072,Non-Hate,
1501415697766883334,Non-Hate,
1501415707216470018,Non-Hate,
1501415719652585473,Non-Hate,
1501415724476243968,Non-Hate,
1501415731770150912,Non-Hate,
1501415733724651521,Non-Hate,
1501415743019450369,Non-Hate,
1501415757514690578,Non-Hate,
1501415772228227075,Non-Hate,
1501415807053565954,Non-Hate,
1501424929589260290,Non-Hate,
1501424943631724546,Non-Hate,
1501424951139647489,Non-Hate,
1501424951651299332,Non-Hate,
1501424972979449857,Non-Hate,
1501424977622573058,Non-Hate,
1501424983163084801,Non-Hate,
1501425004789252096,Non-Hate,
1501425019817058308,Non-Hate,
1501425043393454086,Non-Hate,
1501425050339225606,Non-Hate,
1501425070543040513,Non-Hate,
1501425070958428161,Non-Hate,
1501425071654678529,Non-Hate,
1501425114004533254,Non-Hate,
1501425139400929289,Non-Hate,
1501425170334035968,Non-Hate,
1501425205972914179,Non-Hate,
1501425222351835139,Non-Hate,
1501425228957859845,Non-Hate,
1501425240043188227,Non-Hate,
1501425247517614082,Non-Hate,
1501425262180851715,Non-Hate,
1501425282393116680,Non-Hate,
1501425290681143297,Non-Hate,
1501425293931823106,Non-Hate,
1501425311229132800,Non-Hate,
1501425320125030404,Non-Hate,
1501425324092887043,Non-Hate,
1501425377587212289,Non-Hate,
1501433964128399361,Non-Hate,
1501433973213470720,Non-Hate,
1501433988417687556,Non-Hate,
1501434001629667330,Non-Hate,
1501434014359592966,Non-Hate,
1501434018050498561,Non-Hate,
1501434019422089218,Non-Hate,
1501434021531762689,Non-Hate,
1501434022924152832,Non-Hate,
1501434030725767169,Non-Hate,
1501434031661010946,Non-Hate,
1501434047221813252,Non-Hate,
1501434068017295360,Non-Hate,
1501434103429836802,Non-Hate,
1501434111306743810,Non-Hate,
1501434117971341314,Non-Hate,
1501434118923558915,Non-Hate,
1501434186615427073,Non-Hate,
1501434207649869826,Non-Hate,
1501434216059314177,Non-Hate,
1501434287543013377,Non-Hate,
1501434295424106496,Non-Hate,
1501434322297012230,Non-Hate,
1501434325182648327,Non-Hate,
1501434350067683334,Non-Hate,
1501434377930215427,Non-Hate,
1501434453251534853,Non-Hate,
1501443673179168775,Non-Hate,
1501443678476374016,Non-Hate,
1501443720754905089,Non-Hate,
1501443763511640066,Non-Hate,
1501443798945128449,Non-Hate,
1501443825356742657,Non-Hate,
1501443840766578688,Non-Hate,
1501443861406703617,Non-Hate,
1501443863671717890,Non-Hate,
1501443867538718720,Non-Hate,
1501443871120711681,Non-Hate,
1501443900380119040,Non-Hate,
1501443912833056770,Non-Hate,
1501443924476534787,Non-Hate,
1501443947603935232,Non-Hate,
1501443951244369920,Non-Hate,
1501443970315993088,Non-Hate,
1501444035277381635,Non-Hate,
1501444037806419968,Non-Hate,
1501444050213556226,Non-Hate,
1501444061798014979,Non-Hate,
1501444101861949440,Non-Hate,
1501715297145090048,Non-Hate,
1501715305218859008,Non-Hate,
1501715309492899840,Non-Hate,
1501715334205947906,Non-Hate,
1501715334457352192,Non-Hate,
1501715339846959106,Non-Hate,
1501715343944962048,Non-Hate,
1501715347866816514,Non-Hate,
1501715350936866820,Non-Hate,
1501715351855570944,Non-Hate,
1501715355588128768,Non-Hate,
1501715366619189251,Non-Hate,
1501715367915307010,Non-Hate,
1501715374206820357,Non-Hate,
1501715402434531329,Non-Hate,
1501715414904020996,Non-Hate,
1501715428028006401,Non-Hate,
1501715432327172096,Non-Hate,
1501715445568606209,Non-Hate,
1501715451667263523,Non-Hate,
1501715480201113607,Non-Hate,
1501715484441387008,Non-Hate,
1501715498769158144,Non-Hate,
1501715519162007555,Non-Hate,
1501715522668445700,Non-Hate,
1501715524409085957,Non-Hate,
1501715536916496388,Non-Hate,
1501715566402355204,Non-Hate,
1501715572991864832,Non-Hate,
1501715582277898244,Non-Hate,
1501715618533453838,Non-Hate,
1501715637810257921,Non-Hate,
1501715641300045827,Non-Hate,
1501715643896270849,Non-Hate,
1501715644630241284,Non-Hate,
1501715656286380035,Non-Hate,
1501715669305331717,Non-Hate,
1501715682064539652,Non-Hate,
1501715684086239236,Non-Hate,
1501715691639951363,Non-Hate,
1501715695402295300,Non-Hate,
1501715712418660357,Non-Hate,
1501715721616859140,Non-Hate,
1501715729460170759,Non-Hate,
1501715754097553410,Non-Hate,
1501715757784260609,Non-Hate,
1501715767103922178,Non-Hate,
1501715770530795521,Non-Hate,
1501724733515223040,Non-Hate,
1501724746819452930,Non-Hate,
1501724747167506435,Non-Hate,
1501724763403825156,Non-Hate,
1501724766343999491,Non-Hate,
1501724791308439556,Non-Hate,
1501724830587965441,Non-Hate,
1501724839681433603,Non-Hate,
1501724852591501313,Non-Hate,
1501724859604295681,Non-Hate,
1501724862926229513,Non-Hate,
1501724883595796483,Non-Hate,
1501724888612372481,Non-Hate,
1501724911295164416,Non-Hate,
1501724917766701056,Non-Hate,
1501724960083038211,Non-Hate,
1501724960707862528,Non-Hate,
1501724969868349448,Non-Hate,
1501724974427656196,Non-Hate,
1501725005155024899,Non-Hate,
1501725031960776710,Non-Hate,
1501725043809611777,Non-Hate,
1501725048087867396,Non-Hate,
1501725053813207046,Non-Hate,
1501725057676021762,Non-Hate,
1501725089036972033,Non-Hate,
1501725098222534656,Non-Hate,
1501725102022430720,Non-Hate,
1501725102223740928,Non-Hate,
1501725128748580868,Non-Hate,
1501725145358286853,Non-Hate,
1501734327197048832,Non-Hate,
1501734360466149379,Non-Hate,
1501734371753086978,Non-Hate,
1501734376727449603,Non-Hate,
1501734381236408322,Non-Hate,
1501734388710744070,Non-Hate,
1501734430871805958,Non-Hate,
1501734459300884482,Non-Hate,
1501734460735197187,Non-Hate,
1501734468838637569,Non-Hate,
1501734477097156610,Non-Hate,
1501734485607415809,Non-Hate,
1501734486475780097,Non-Hate,
1501734489084641285,Non-Hate,
1501734493324935169,Non-Hate,
1501734512341966853,Non-Hate,
1501734531543404544,Non-Hate,
1501734549222477825,Non-Hate,
1501734577232089093,Non-Hate,
1501734579597680642,Non-Hate,
1501734596379312128,Non-Hate,
1501734599373647875,Non-Hate,
1501734607640748041,Non-Hate,
1501734611692490754,Non-Hate,
1501734638485712897,Non-Hate,
1501734668806377473,Non-Hate,
1501734677224243204,Non-Hate,
1501734684128129028,Non-Hate,
1501734716013219840,Non-Hate,
1501734737806872580,Non-Hate,
1501734738247172108,Non-Hate,
1501734742525300737,Non-Hate,
1501744258511998982,Non-Hate,
1501744269907808256,Non-Hate,
1501744272982392833,Non-Hate,
1501744276023164943,Non-Hate,
1501744282927050755,Non-Hate,
1501744288849272841,Non-Hate,
1501744331488645120,Non-Hate,
1501744346156224513,Non-Hate,
1501744362157494272,Non-Hate,
1501744366754439171,Non-Hate,
1501744383602745345,Non-Hate,
1501744396206813184,Non-Hate,
1501744412778500096,Non-Hate,
1501744415487840256,Non-Hate,
1501744418705055745,Non-Hate,
1501744425256603651,Non-Hate,
1501744444248576001,Non-Hate,
1501744460463370244,Non-Hate,
1501744477962076164,Non-Hate,
1501744485314842628,Non-Hate,
1501744496039510017,Non-Hate,
1501744501781635073,Non-Hate,
1501744504801579010,Non-Hate,
1501744548090888192,Non-Hate,
1501744552696233984,Non-Hate,
1501744568601137153,Non-Hate,
1501744569918054400,Non-Hate,
1501744577513984003,Non-Hate,
1501744586779152387,Non-Hate,
1501744618068717573,Non-Hate,
1501744627883417609,Non-Hate,
1501744631402602499,Non-Hate,
1501744637647912964,Non-Hate,
1501744664201900035,Non-Hate,
1501744675543293953,Non-Hate,
1501744690718257153,Non-Hate,
1501753382603792390,Non-Hate,
1501753384998608902,Non-Hate,
1501753389796966404,Non-Hate,
1501753392539979782,Non-Hate,
1501753393064275968,Non-Hate,
1501753399037022208,Non-Hate,
1501753403227136005,Non-Hate,
1501753438987816962,Non-Hate,
1501753443651932163,Non-Hate,
1501753457488941058,Non-Hate,
1501753461507039241,Non-Hate,
1501753512589344770,Non-Hate,
1501753529106579458,Non-Hate,
1501753533850263559,Non-Hate,
1501753561524412421,Non-Hate,
1501753579329052673,Non-Hate,
1501753584219738118,Non-Hate,
1501753595657551873,Non-Hate,
1501753603261874177,Non-Hate,
1501753604754980866,Non-Hate,
1501753636111601665,Non-Hate,
1501753637474693120,Non-Hate,
1501753671285149698,Non-Hate,
1501753675412299779,Non-Hate,
1501753684832645121,Non-Hate,
1501753686351126530,Non-Hate,
1501753700502544387,Non-Hate,
1501753712037011456,Non-Hate,
1501753712485752835,Non-Hate,
1501753718231945218,Non-Hate,
1501753721289539586,Non-Hate,
1501753721306300421,Non-Hate,
1501753730630361089,Non-Hate,
1501753750654013446,Non-Hate,
1501753776641769474,Non-Hate,
1501753790910943234,Non-Hate,
1501753806073311237,Non-Hate,
1501753810707955713,Non-Hate,
1501753842316328961,Non-Hate,
1501753847131217924,Non-Hate,
1501753854643228673,Non-Hate,
1501762872048771073,Non-Hate,
1501762906995798018,Non-Hate,
1501762927384494084,Non-Hate,
1501762944694206468,Non-Hate,
1501762945545826310,Non-Hate,
1501762956408799235,Non-Hate,
1501762964743147524,Non-Hate,
1501762974423437316,Non-Hate,
1501762997869596673,Non-Hate,
1501763011006062594,Non-Hate,
1501763014403543044,Non-Hate,
1501763027003002883,Non-Hate,
1501763027930071046,Non-Hate,
1501763028169150465,Non-Hate,
1501763031210020867,Non-Hate,
1501763036176134148,Non-Hate,
1501763049753288709,Non-Hate,
1501763074524872711,Non-Hate,
1501763109190389761,Non-Hate,
1501763160939786245,Non-Hate,
1501763161573056517,Non-Hate,
1501763192552407041,Non-Hate,
1501763209572720642,Non-Hate,
1501763229084798978,Non-Hate,
1501763272609087490,Non-Hate,
1501763286479486976,Non-Hate,
1501763287465218049,Non-Hate,
1501763320793153539,Non-Hate,
1501763326166114304,Non-Hate,
1501763333824794624,Non-Hate,
1501772544625430531,Non-Hate,
1501772545753821184,Non-Hate,
1501772569711722499,Non-Hate,
1501772571838226432,Non-Hate,
1501772571888521218,Non-Hate,
1501772608769073154,Non-Hate,
1501772619255005184,Non-Hate,
1501772625550454785,Non-Hate,
1501772629786587137,Non-Hate,
1501772639026970625,Non-Hate,
1501772668080689154,Non-Hate,
1501772669967998977,Non-Hate,
1501772671218032643,Non-Hate,
1501772705875517445,Non-Hate,
1501772721268551686,Non-Hate,
1501772729824858116,Non-Hate,
1501772737777446916,Non-Hate,
1501772751941611524,Non-Hate,
1501772766432931840,Non-Hate,
1501772800646070275,Non-Hate,
1501772806383718407,Non-Hate,
1501772837031485442,Non-Hate,
1501772856870400001,Non-Hate,
1501772897051824131,Non-Hate,
1501772907449839619,Non-Hate,
1501772913480921092,Non-Hate,
1501772913544142855,Non-Hate,
1501772926328217606,Non-Hate,
1501772946058006530,Non-Hate,
1501772950890074112,Non-Hate,
1501772957462728705,Non-Hate,
1501772972935114755,Non-Hate,
1501773002173816839,Non-Hate,
1501781621527257088,Non-Hate,
1501781621892026368,Non-Hate,
1501781639214637060,Non-Hate,
1501781682722115587,Non-Hate,
1501781702481530882,Non-Hate,
1501781719413891073,Non-Hate,
1501781723566292995,Non-Hate,
1501781743321305088,Non-Hate,
1501781762900332544,Non-Hate,
1501781773117628420,Non-Hate,
1501781778343858176,Non-Hate,
1501781779799326720,Non-Hate,
1501781781170712577,Non-Hate,
1501781847965118466,Non-Hate,
1501781856408453127,Non-Hate,
1501781869070671875,Non-Hate,
1501781893221654529,Non-Hate,
1501781914742448128,Non-Hate,
1501781916030103552,Non-Hate,
1501781918471360512,Non-Hate,
1501781948208857088,Non-Hate,
1501781986217803783,Non-Hate,
1501782005247356930,Non-Hate,
1501782028190113792,Non-Hate,
1501782033105702920,Non-Hate,
1501782045634162688,Non-Hate,
1501782045797851137,Non-Hate,
1501782061350367239,Non-Hate,
1501782070758100993,Non-Hate,
1501782079427825665,Non-Hate,
1501790940561690625,Non-Hate,
1501790998032171008,Non-Hate,
1501791006156632068,Non-Hate,
1501791011588415494,Non-Hate,
1501791023785299970,Non-Hate,
1501791051681435650,Non-Hate,
1501791080341295104,Non-Hate,
1501791128651067392,Non-Hate,
1501791129599197190,Non-Hate,
1501791159227944960,Non-Hate,
1501791163128610817,Non-Hate,
1501791179071168512,Non-Hate,
1501791190475288578,Non-Hate,
1501791197353832452,Non-Hate,
1501791214693011458,Non-Hate,
1501791234486112256,Non-Hate,
1501791252542820353,Non-Hate,
1501791270703964160,Non-Hate,
1501791303390175236,Non-Hate,
1501791315402498051,Non-Hate,
1501791328295915520,Non-Hate,
1501791349867175940,Non-Hate,
1501791351247147012,Non-Hate,
1501791374839988224,Non-Hate,
1501800054910291969,Non-Hate,
1501800066947952643,Non-Hate,
1501800071624642562,Non-Hate,
1501800072283103235,Non-Hate,
1501800080017276928,Non-Hate,
1501800086044618755,Non-Hate,
1501800087839809538,Non-Hate,
1501800105850007552,Non-Hate,
1501800124078505984,Non-Hate,
1501800125970137091,Non-Hate,
1501800141082460162,Non-Hate,
1501800152247459843,Non-Hate,
1501800169771315202,Non-Hate,
1501800249467150336,Non-Hate,
1501800256597479425,Non-Hate,
1501800263585345536,Non-Hate,
1501800264751276035,Non-Hate,
1501800273659969539,Non-Hate,
1501800276499611649,Non-Hate,
1501800340794060800,Non-Hate,
1501800381512359937,Non-Hate,
1501800405071646720,Non-Hate,
1501800427758800898,Non-Hate,
1501800479906746370,Non-Hate,
1501800491927457794,Non-Hate,
1501800506884501507,Non-Hate,
1501809684709138433,Non-Hate,
1501809695245352960,Non-Hate,
1501809710466727937,Non-Hate,
1501809794528821248,Non-Hate,
1501809804276387841,Non-Hate,
1501809819728195584,Non-Hate,
1501809829228138499,Non-Hate,
1501809837151342593,Non-Hate,
1501809841555312640,Non-Hate,
1501809853051781120,Non-Hate,
1502072230842351623,Non-Hate,
1502072232721489924,Non-Hate,
1502072237389721604,Non-Hate,
1502072248303333378,Non-Hate,
1502072248584261645,Non-Hate,
1502072266242285574,Non-Hate,
1502072278191906821,Non-Hate,
1502072283296190464,Non-Hate,
1502072324912300041,Non-Hate,
1502072329710575616,Non-Hate,
1502072332004716546,Non-Hate,
1502072336136163329,Non-Hate,
1502072342301880329,Non-Hate,
1502072378993561602,Non-Hate,
1502072382953246724,Non-Hate,
1502072384307621888,Non-Hate,
1502072385683574784,Non-Hate,
1502072392184643584,Non-Hate,
1502072412359520256,Non-Hate,
1502072424623443969,Non-Hate,
1502072441832710145,Non-Hate,
1502072445414645773,Non-Hate,
1502072447020851200,Non-Hate,
1502072461487079424,Non-Hate,
1502072463617839107,Non-Hate,
1502072467531124761,Non-Hate,
1502072467787026437,Non-Hate,
1502072487546392577,Non-Hate,
1502072490700460047,Non-Hate,
1502072531217534979,Non-Hate,
1502072537957769218,Non-Hate,
1502072546178613248,Non-Hate,
1502072559180910592,Non-Hate,
1502072609059397632,Non-Hate,
1502072622179401730,Non-Hate,
1502072630685356037,Non-Hate,
1502072635890364418,Non-Hate,
1502072648569962497,Non-Hate,
1502072668060798981,Non-Hate,
1502072692635283463,Non-Hate,
1502072694099312640,Non-Hate,
1502081531506044928,Non-Hate,
1502081550103498779,Non-Hate,
1502081552691326979,Non-Hate,
1502081573327454213,Non-Hate,
1502081589932707841,Non-Hate,
1502081601144074242,Non-Hate,
1502081603677265922,Non-Hate,
1502081615954165760,Non-Hate,
1502081618852421636,Non-Hate,
1502081635625291777,Non-Hate,
1502081635730087942,Non-Hate,
1502081638150205442,Non-Hate,
1502081644882055172,Non-Hate,
1502081645641441284,Non-Hate,
1502081651450564610,Non-Hate,
1502081668537937926,Non-Hate,
1502081673340485632,Non-Hate,
1502081686892277762,Non-Hate,
1502081692294598669,Non-Hate,
1502081711982747650,Non-Hate,
1502081716000739332,Non-Hate,
1502081739933503513,Non-Hate,
1502081743850983434,Non-Hate,
1502081747072307201,Non-Hate,
1502081762087817251,Non-Hate,
1502081798553038848,Non-Hate,
1502081835915956254,Non-Hate,
1502081858447691778,Non-Hate,
1502081900944396288,Non-Hate,
1502081911505575941,Non-Hate,
1502081921542950917,Non-Hate,
1502081930568814617,Non-Hate,
1502081933202923524,Non-Hate,
1502081952593203203,Non-Hate,
1502081966816075777,Non-Hate,
1502090240378425395,Non-Hate,
1502090248804782100,Non-Hate,
1502090252130951168,Non-Hate,
1502090261987528704,Non-Hate,
1502090265221382144,Non-Hate,
1502090279414865926,Non-Hate,
1502090286305984513,Non-Hate,
1502090298746359833,Non-Hate,
1502090301812396073,Non-Hate,
1502090316052058144,Non-Hate,
1502090323790471171,Non-Hate,
1502090356925550622,Non-Hate,
1502090372746465284,Non-Hate,
1502090397857763336,Non-Hate,
1502090444318339079,Non-Hate,
1502090457941168138,Non-Hate,
1502090465490915349,Non-Hate,
1502090467789266946,Non-Hate,
1502090476584792067,Non-Hate,
1502090476928782377,Non-Hate,
1502090501532569613,Non-Hate,
1502090502727942144,Non-Hate,
1502090514895884292,Non-Hate,
1502090522411905029,Non-Hate,
1502090523024056320,Non-Hate,
1502090564283551745,Non-Hate,
1502090578267361301,Non-Hate,
1502090581023014917,Non-Hate,
1502090617165336616,Non-Hate,
1502090624870273053,Non-Hate,
1502090669065572355,Non-Hate,
1502098905353408513,Non-Hate,
1502098912924082178,Non-Hate,
1502098945396420611,Non-Hate,
1502098954183491612,Non-Hate,
1502098954749722627,Non-Hate,
1502098984592097280,Non-Hate,
1502099046449700867,Non-Hate,
1502099051025952768,Non-Hate,
1502099070705451024,Non-Hate,
1502099085960126465,Non-Hate,
1502099107644682242,Non-Hate,
1502099129220186123,Non-Hate,
1502099133146214406,Non-Hate,
1502099150682402818,Non-Hate,
1502099155950485512,Non-Hate,
1502099191669080065,Non-Hate,
1502099214637150211,Non-Hate,
1502099270819889157,Non-Hate,
1502099276939227140,Non-Hate,
1502099277195399169,Non-Hate,
1502099286049411075,Non-Hate,
1502099329242345474,Non-Hate,
1502099334518607875,Non-Hate,
1502099340847988740,Non-Hate,
1502099371072106499,Non-Hate,
1502108485470851072,Non-Hate,
1502108505435566088,Non-Hate,
1502108505595166727,Non-Hate,
1502108541338853377,Non-Hate,
1502108550855741440,Non-Hate,
1502108563925352449,Non-Hate,
1502108567758946309,Non-Hate,
1502108648486719488,Non-Hate,
1502108650479009811,Non-Hate,
1502108667688198145,Non-Hate,
1502108676362063875,Non-Hate,
1502108676693409793,Non-Hate,
1502108698688335874,Non-Hate,
1502108715117424642,Non-Hate,
1502108718456094743,Non-Hate,
1502108738794274831,Non-Hate,
1502108793035018242,Non-Hate,
1502108810445570077,Non-Hate,
1502108852875313155,Non-Hate,
1502108854708015106,Non-Hate,
1502108854880026639,Non-Hate,
1502108856629051417,Non-Hate,
1502108861188038667,Non-Hate,
1502108907409338369,Non-Hate,
1502108919371644931,Non-Hate,
1502117621876985859,Non-Hate,
1502117624150310913,Non-Hate,
1502117630890905603,Non-Hate,
1502117631557799938,Non-Hate,
1502117631897194502,Non-Hate,
1502117655234461730,Non-Hate,
1502117656748752896,Non-Hate,
1502117659898376194,Non-Hate,
1502117662217977893,Non-Hate,
1502117664889929733,Non-Hate,
1502117705083764750,Non-Hate,
1502117722234101761,Non-Hate,
1502117730706767903,Non-Hate,
1502117731713581060,Non-Hate,
1502117758452088863,Non-Hate,
1502117762226868229,Non-Hate,
1502117774948286471,Non-Hate,
1502117782917464111,Non-Hate,
1502117785249497091,Non-Hate,
1502117837288411138,Non-Hate,
1502117862374526978,Non-Hate,
1502117936726786073,Non-Hate,
1502117946956533762,Non-Hate,
1502117951377338372,Non-Hate,
1502117988698255360,Non-Hate,
1502118045808050188,Non-Hate,
1502118049087995913,Non-Hate,
1502118050090283012,Non-Hate,
1502126415197753344,Non-Hate,
1502126455651586048,Non-Hate,
1502126467953614869,Non-Hate,
1502126469979738112,Non-Hate,
1502126471858458625,Non-Hate,
1502126483522871308,Non-Hate,
1502126493731807244,Non-Hate,
1502126494273110017,Non-Hate,
1502126501055156226,Non-Hate,
1502126519736758274,Non-Hate,
1502126527349149696,Non-Hate,
1502126536769654786,Non-Hate,
1502126552846192641,Non-Hate,
1502126554259738627,Non-Hate,
1502126556667256832,Non-Hate,
1502126572093931522,Non-Hate,
1502126602293026817,Non-Hate,
1502126628935196685,Non-Hate,
1502126633284739073,Non-Hate,
1502126639366426629,Non-Hate,
1502126743720964096,Non-Hate,
1502126747327688709,Non-Hate,
1502134944419647490,Non-Hate,
1502135033477226499,Non-Hate,
1502135058278207488,Non-Hate,
1502135077345849344,Non-Hate,
1502135078389837824,Non-Hate,
1502135083016196098,Non-Hate,
1502135127228354562,Non-Hate,
1502135130819014658,Non-Hate,
1502135158782279681,Non-Hate,
1502135184384139266,Non-Hate,
1502135203329892352,Non-Hate,
1502135219050135552,Non-Hate,
1502135239380021249,Non-Hate,
1502135239619104773,Non-Hate,
1502135239619104774,Non-Hate,
1502135252122230786,Non-Hate,
1502135276755472384,Non-Hate,
1502135300826537990,Non-Hate,
1502135301955022848,Non-Hate,
1502135336452997121,Non-Hate,
1502135423442853895,Non-Hate,
1502144755563581447,Non-Hate,
1502144769941667843,Non-Hate,
1502144786702090240,Non-Hate,
1502144796671971329,Non-Hate,
1502144855434477571,Non-Hate,
1502144864498028555,Non-Hate,
1502144880595771397,Non-Hate,
1502144885759127552,Non-Hate,
1502144906420236291,Non-Hate,
1502144924061298689,Non-Hate,
1502144935818006530,Non-Hate,
1502145019313999876,Non-Hate,
1502145065896001536,Non-Hate,
1502145077652574211,Non-Hate,
1502145126440718338,Non-Hate,
1502145191796518912,Non-Hate,
1502145206199586822,Non-Hate,
1502145218174324740,Non-Hate,
1502153925792722948,Non-Hate,
1502153977940480004,Non-Hate,
1502153981568552969,Non-Hate,
1502153983871258627,Non-Hate,
1502153986597474306,Non-Hate,
1502153987771879424,Non-Hate,
1502153993107083269,Non-Hate,
1502154006579187722,Non-Hate,
1502154008638545931,Non-Hate,
1502154016494538758,Non-Hate,
1502154038455926785,Non-Hate,
1502154047960190979,Non-Hate,
1502154099675987981,Non-Hate,
1502154115895336960,Non-Hate,
1502154119024316416,Non-Hate,
1502154146375372805,Non-Hate,
1502154180797943813,Non-Hate,
1502154194630762496,Non-Hate,
1502154228474662912,Non-Hate,
1502154232115306505,Non-Hate,
1502154247424528388,Non-Hate,
1502154255842484232,Non-Hate,
1502154324238950400,Non-Hate,
1502154327116320769,Non-Hate,
1502154327397306373,Non-Hate,
1502154351380361218,Non-Hate,
1502154399065395203,Non-Hate,
1502163400285061128,Non-Hate,
1502163403384573954,Non-Hate,
1502163403757871108,Non-Hate,
1502163429087318017,Non-Hate,
1502163445017288708,Non-Hate,
1502163450142728195,Non-Hate,
1502163491817283597,Non-Hate,
1502163507709558784,Non-Hate,
1502163550059446274,Non-Hate,
1502163551540047873,Non-Hate,
1502163570087190531,Non-Hate,
1502163574499598337,Non-Hate,
1502167353584336897,Non-Hate,
1502167366213402627,Non-Hate,
1502167374006423556,Non-Hate,
1502167380335595526,Non-Hate,
1502167420772909062,Non-Hate,
1502167429534793734,Non-Hate,
1502167434924474369,Non-Hate,
1502167438825181185,Non-Hate,
1502167455233282053,Non-Hate,
1502167480474615811,Non-Hate,
1502167491480485891,Non-Hate,
1502167501488021505,Non-Hate,
1502167523789205506,Non-Hate,
1502167535109562371,Non-Hate,
1502167586309488647,Non-Hate,
1502167587441938436,Non-Hate,
1502167595004272641,Non-Hate,
1502167618865995778,Non-Hate,
1502167626964824064,Non-Hate,
1502167635923857418,Non-Hate,
